,AAPL,MSFT,GOOGL,AMZN,TSLA,META,NVDA,JPM,JNJ,PG
2022-01-01,143.63502971184062,259.5288224120276,52.259617269823046,204.27648610716406,164.83591389848908,81.61606135089279,161.83310666654694,103.75119206750713,123.07254317731329,72.312437909146
2022-01-02,144.3107296060594,261.6439973309225,52.13615007286742,205.94256415317767,162.79965714599862,83.26147459467876,166.1898812592673,105.3255395432256,126.83600116559786,71.20685193518446
2022-01-03,145.25614587802016,274.56484592065834,52.80538258782345,205.99147603582435,165.20870087803334,82.84024182662833,159.95895118018262,103.36895977612853,131.99917294224318,70.5020828372904
2022-01-04,148.35960605682303,275.7416187168147,51.55894958320872,202.0524408350326,165.35029696827706,86.29031347348071,155.4650214888543,102.22797398783864,127.91991851903761,70.08646203641732
2022-01-05,147.02718553158357,277.1066986986807,50.74566616288959,206.30057824749053,160.85173117480684,87.43641947265654,156.70431650187507,102.15792165749885,131.7552378636711,72.34099295897437
2022-01-06,145.4243689477952,283.2053032625251,49.59063322774422,216.4099888051019,163.8431960277201,85.36544805424842,161.76739621517396,102.11770017841062,132.70321868692412,73.9794550569199
2022-01-07,143.67669478340295,290.23200441040234,49.96828152230823,218.42757044715242,161.78188133664,84.98647058817897,158.67865035110887,103.69598413760431,137.11304638090493,75.56690689014876
2022-01-08,140.92048266934907,297.98750840732805,50.74496857780073,214.79095457894334,161.80026135467634,83.88356295078482,157.22442233657745,99.72935652340998,136.5546434867066,76.32592456961748
2022-01-09,133.35737570274142,302.73944916506065,50.69309908071417,207.88668890093035,161.66250116758704,80.13519286044189,158.42134384549377,100.06457621136467,135.1176425297984,74.73513134091233
2022-01-10,135.24311051318583,296.45293722657243,49.82823377057134,208.3949942813283,162.4735427531522,82.38065143261912,154.01902290332185,99.56790591864048,131.75891813921203,74.55471826927548
2022-01-11,137.71034351171906,305.6702782178556,49.748455637690704,213.15099685561125,155.51645923294183,83.811186401492,155.27504135304235,97.89851435481557,133.54211349482026,76.02108774735805
2022-01-12,133.8333532015771,299.76543179001703,49.281232863094225,215.7696763647451,153.88602950970665,84.89240436501788,147.16996410575143,96.32955636851973,135.16370185936103,74.29552643221258
2022-01-13,132.37774902341604,301.1506296859686,48.474864525935004,216.13227282890406,157.26357307012196,85.32519749222173,147.9242056915539,95.81001345752455,132.375828676212,75.10989593380775
2022-01-14,130.33439771155503,296.89735193815585,48.748438010898084,213.72944711702056,161.66754204127247,83.05294160783563,145.13003543008827,88.90584413653296,126.43939155392546,78.71879922422967
2022-01-15,128.3649860319048,296.245629818223,48.061305235305284,208.93014999562692,158.99591588275953,82.06997710874818,143.6292654640571,87.06265746393959,126.98565677843644,80.80808774934802
2022-01-16,122.74215571443389,298.27661202728166,46.51197490476968,212.0535565818922,161.7400934179985,83.39557760320069,145.42514727820492,85.40067607916555,128.44795306806563,83.3482656699131
2022-01-17,120.72061142845625,300.5473077717468,45.134943994249774,216.35196380779067,159.63704311767657,81.81863452998424,146.98052774236578,86.19035184136862,126.12465254357473,84.01590569121328
2022-01-18,122.02529036226818,303.4625225522931,43.57662377759759,210.21026005187178,158.31350668370376,77.5619132440105,147.18775796208993,84.92457222056328,122.96329816556121,85.75164602865652
2022-01-19,128.46462632610408,313.70262080627424,43.66367496699465,216.40263890387547,157.2419176428277,76.84487269084012,150.1347222041578,84.47694650192365,124.32952270115044,84.74053997178251
2022-01-20,130.21967289232094,317.7635343085629,43.825574396583846,219.6329301753172,157.5562751116491,76.59438713414117,145.4052772760591,87.08039474398144,129.1459187543381,86.0318304251714
2022-01-21,130.78099187357188,316.78208281419506,43.95184417462306,226.21853915601463,160.82198321981647,76.81538535692738,145.614392374498,89.1240736457479,128.4322702548218,87.33190725524484
2022-01-22,129.5545724845238,322.9507426631455,44.50312125535405,220.937672446568,162.0867541329471,77.99518544345345,143.40693828494005,90.98608191116226,126.16603539292886,88.01391542856095
2022-01-23,127.94254530734348,331.4239037328633,45.642109767328115,214.4971421190467,161.88638351725686,79.14857875968465,145.89428439787162,90.31203726710422,126.76060952988348,90.44319512465134
2022-01-24,130.27167692695662,324.32199108150695,45.241098857998004,213.34004255387296,165.0792047621782,79.71482326570313,148.22506354043298,91.27113519712391,128.4942287633911,89.76346132334113
2022-01-25,131.33223574561026,327.6641787383777,45.59176039871869,215.47690783373608,162.83726948450916,81.71774169659773,150.68034430863267,90.98673674748429,127.79802525669164,89.40506193089436
2022-01-26,129.83543152739807,332.7606575841255,44.20954519431733,223.5419586609601,162.4460618034305,79.48138934901762,155.96381363996858,90.64704126194414,132.9687339622123,89.58476341546188
2022-01-27,127.09970134086484,331.464264304439,45.31666155477924,227.6471865404321,165.72347283109568,80.10571226073368,160.1020576178089,91.4012573432055,135.97112847208516,87.80281295998394
2022-01-28,126.48426133610074,340.6208151024461,44.32457209650286,227.07415775407927,167.89505724375036,81.21247384808646,160.10284360702707,90.43168782283863,135.3092966418657,88.07056909852591
2022-01-29,125.13629397826297,340.7098340210672,43.62021652130374,222.46929772843205,166.63320612478182,79.35192697983393,160.17891388916573,93.08127103132095,131.00153523222824,85.11371805541698
2022-01-30,125.0516672203948,341.7447958087732,43.0512659855191,227.6021318897536,161.54910925213858,76.82469712255954,162.19176713141522,93.10243073683938,134.10689981851598,86.65272090148967
2022-01-31,124.53187286540525,340.83655086699804,41.702480689919156,223.84967866784604,162.1413633348665,75.4722997428416,162.91840596986924,94.30251583958444,137.6887749879749,86.93355542334825
2022-02-01,125.51210241328847,341.02258420667005,41.61984875874379,230.88318807061717,157.16250556068033,74.37861579096727,165.37056887049494,97.2165582557608,137.29166032436754,86.09953522684006
2022-02-02,122.49789779296434,333.7346177240116,41.81046479608789,230.4108876798455,156.09054462399484,75.42878751872422,158.32557416457044,99.57145204564817,138.2833309547665,84.62319950978802
2022-02-03,124.94030010362609,323.57636682361033,41.692129460601585,237.8087082451412,159.74257891124043,74.6459235442918,163.6858359866986,97.05666903391186,138.03620640370087,84.12339242789218
2022-02-04,132.19434552854565,333.0721328172985,40.41685141047982,241.92026235822382,162.1027535591306,73.3273141108385,164.52164305384971,97.72367269217158,139.51778610726646,85.27374345008019
2022-02-05,136.1838127418614,328.57412757965517,41.91667738407961,241.7966468088627,155.86251188456924,72.33745694639646,159.34929811833615,99.50240175317475,136.87731940088972,86.36714354232299
2022-02-06,137.25839109421548,321.77977096867085,42.55362261546003,239.39342387234916,155.96529865316845,73.89435654868949,156.01575286474724,101.50811368982185,133.490570898346,85.3023631634152
2022-02-07,139.85590806752379,307.41692722086407,44.8814756351956,237.64296478027882,155.05797813679976,74.10962119540937,149.12320864482768,99.50331276676077,135.39187440015172,83.79646535725337
2022-02-08,137.3679723952739,302.2699076301313,44.42674614554877,239.62374927248106,151.09530200603248,73.90258066853448,145.28737899703256,98.04900018987041,138.19131733282848,84.79134806188894
2022-02-09,132.8424103558816,293.916353583139,45.25505910359851,240.31306118362286,151.79711197333882,73.7562919423921,144.57296842764805,99.90502782774621,137.18968164835252,83.70943698763502
2022-02-10,134.52678930153542,302.9033444683365,46.06738399087203,237.6483344509622,150.45062979802663,75.6845217578343,148.9539009035756,98.622022669547,135.1034052858623,83.74478135255158
2022-02-11,133.31673690494662,310.0985139508494,45.90538759157061,236.71640016828923,148.93142322412083,74.78621394448358,150.70317808286612,97.95354820623658,138.0663047122437,83.99746578164438
2022-02-12,129.6727838693818,306.722283581544,47.2076943821172,237.1139398289201,149.22498664945198,76.70248017126605,151.65736838246335,101.02338317721798,136.463052566139,84.5890577649389
2022-02-13,127.09941057442377,320.3591426696495,46.98245403552163,227.1772669678987,147.46106113516498,77.26027989572141,148.3862809599821,101.29392229735433,136.52405238741275,86.14293388878946
2022-02-14,124.03687921208378,328.23398855896306,46.644417405484454,228.42053727713417,147.6428303291346,77.10721472705934,145.6935745800968,99.89933955958195,136.40341987749136,84.16834073738687
2022-02-15,124.13350663755033,327.0725335289046,43.395722669539616,224.18398600911752,145.98284774944446,80.98724157635833,143.32558576375973,98.05828308633012,132.4577492438214,80.80030962609273
2022-02-16,125.65046253692987,310.77059608358707,43.47017895637659,218.70910736603392,144.31958452375935,79.72539552838381,141.14017247853522,98.57911720897333,132.6497649591683,79.60038566575413
2022-02-17,128.09775722384975,323.6161914725898,42.346969388003174,210.9035929361135,147.09329727644484,79.07708493700989,140.00321402425578,96.05235574389447,132.98578045209143,82.3900225291144
2022-02-18,130.70254148223296,316.12189294327464,41.79229666241637,202.6895829454001,150.66992327410404,77.10317821767077,139.1875869508487,95.37903828306223,134.04396637239645,86.05209704728762
2022-02-19,133.00727045580348,305.14494799054074,40.9006905527361,196.50681585683705,145.96276144283462,78.41802326336656,138.23218319063014,95.99553220404204,134.64184682794232,89.62914040048797
2022-02-20,132.75721961553583,310.4785860899384,40.53430000205255,193.21910322176763,147.7606288489917,81.24021613448559,136.35044242960942,98.59982940925076,140.52028041239456,89.70059340150839
2022-02-21,131.14321764131628,326.3263294262505,40.878103799911955,200.54058168835664,152.14964411852463,84.28651009724048,136.60129634763217,100.23302687266103,144.46883603979643,86.55545908731993
2022-02-22,127.09366978125112,337.189651839442,40.94232375849546,199.29153812659288,157.41674397164223,86.70795292675871,135.8357391990698,99.0177101807784,145.05915510379526,82.23919453602213
2022-02-23,129.55992974855656,342.28362903422726,41.55031427462614,199.97553933326233,159.67872555955225,86.65770235503295,131.49282926976045,101.2808485767084,145.5688052293378,80.86025153551302
2022-02-24,129.41558227888595,347.0433576088081,42.684537444026994,201.745891609206,156.6111345625699,86.062990182947,131.22858900782091,100.956272702679,150.82729252376828,80.44477382826042
2022-02-25,128.40367150831588,353.62291494875814,42.50756050547911,202.55420430491807,158.36181446817125,83.17044124383177,130.96137688278523,98.47935784335174,154.0510943931356,82.53623225047258
2022-02-26,131.39707168808258,359.83764705472396,42.10433544943557,202.42290656292792,155.86489276205688,86.31898333763274,126.86278704639713,97.94813257926151,150.6708060092478,84.2245915850581
2022-02-27,129.4086507215696,362.6736263529744,42.89193733724638,197.67189999638055,154.6279454062406,87.49855053640566,125.02890348346754,100.76159042864664,153.27510569228954,84.82205551646454
2022-02-28,131.43811698782667,363.89661605393354,43.883236125887464,203.04293833746283,155.76725042492694,86.80095811307483,126.40370712817472,101.43439537768468,157.42648401146178,83.41506750907809
2022-03-01,132.48955480565124,363.7457271938544,44.65658914587397,211.0349278810996,153.4528009830689,89.08068772136788,123.73287136046127,101.57824527011503,163.0250091098176,81.71554025278985
2022-03-02,129.91175209532895,358.4274894748994,43.90719446495,204.8691065109329,149.7831545746895,87.62609783677425,120.45932987697074,104.96954150225984,162.37722034079542,82.00523159737907
2022-03-03,129.52698729385253,356.0706218504406,44.22661813726254,200.17713719889798,150.89515698567274,88.23944112597418,119.41816077805807,102.36750485385716,160.85308842359427,83.21854258577501
2022-03-04,132.07388897015625,343.9582764634895,44.377736485483844,198.69854184912143,156.71773215370732,88.04067052154673,120.86244138381767,99.53286352697124,157.75265528351926,84.035513864219
2022-03-05,134.50117181894117,342.28372868688706,45.349265864370714,194.81807867172586,161.29755334083464,89.18944984481752,125.44505966963035,96.09041865807208,158.49962287578364,82.42117136070567
2022-03-06,138.83836479111366,335.52065801473503,44.95163375962222,196.5064444448011,164.13091604790017,89.23701968180367,127.63662317395864,96.52228382968212,160.9771078484976,83.37662464957724
2022-03-07,140.2945398436549,327.6199339257567,43.43635790984254,193.91279382311254,167.71558692940818,86.69686809699539,130.6927015539318,96.93533152204196,159.6565324641663,84.22518626038566
2022-03-08,149.9741269177585,328.19101403318257,43.91128380539613,202.15044988507768,170.3048508404126,86.62447666671852,131.97719008388142,100.01619393675547,159.1525517521947,82.54947708443667
2022-03-09,148.32316061195485,337.54916993476525,41.734426509791184,207.92368398031527,172.18533090093047,88.47770195435947,130.3644963297103,100.87110908527704,152.6448004912018,81.13160910717463
2022-03-10,147.05149688269455,344.8799844520482,40.93781369451653,209.50544057782966,175.55612417098905,88.65952807514667,131.9695795567945,100.1924112978153,156.705148957245,82.14999916647726
2022-03-11,146.81994342867316,334.9687423136109,40.04239412350373,214.07275645311876,171.18308998950985,90.09650463512386,131.97209572704406,100.1786910302938,152.2955397884539,81.90889561162166
2022-03-12,142.70421727496745,327.543695786476,39.150010885481485,219.38134442363386,171.52524137226865,88.40360852433528,133.03349231149343,100.4632440390605,153.08468076745706,84.52911647469563
2022-03-13,145.35089317197549,333.14429506264946,38.495844524106204,217.56066699620806,171.36759430628217,88.23527065921571,130.6899293205416,97.18300057239435,153.97000941251443,85.68898536167121
2022-03-14,148.31972997866143,327.3343020795973,39.38804534493564,213.9373552307003,171.70795565315856,87.16050958219012,131.74424186080049,102.18224134286392,154.27710035729757,85.01542960550576
2022-03-15,148.75319994448313,325.4564997766267,40.14542874431825,214.02238149356512,170.2434877706753,88.40006746928226,131.59887055901677,103.82140510920986,154.5972849088745,84.9737585211862
2022-03-16,147.28112707252018,329.01288564253036,40.040579430103605,217.8260869967612,171.95560506673644,88.62566326023294,132.2588140716555,104.47592881720259,151.57829600337064,85.11979883656586
2022-03-17,142.8051527407097,323.1649608010362,40.95796098565985,218.92795036315843,169.40157033752078,89.91575798797773,132.16623523494476,105.87942835796763,150.3635304753928,83.93697912801657
2022-03-18,140.18835755284317,323.4332184136983,40.20208945298811,212.24318589603874,167.42594385763508,92.04764943713906,131.49032910624425,107.57684402899571,153.23210603318336,82.33031135516414
2022-03-19,142.086760557156,314.99241986675474,39.184528373989714,208.2933620043884,165.1248689991542,93.58515437784905,132.76347232294938,107.50068923770834,157.47830103202537,83.36879808064458
2022-03-20,141.74730843513382,310.5393396083841,39.781732650251136,207.701715748819,167.83366801358034,94.2994622155558,131.88011972316005,106.18965234985569,156.66777096407463,84.92502944077606
2022-03-21,140.57416792169622,312.2416940306895,40.32343837201618,207.4322525182868,168.15355644075083,92.53597035741365,127.66798465216606,107.38635157682761,151.7761200248834,86.15154326401945
2022-03-22,141.93792551752904,302.62100229967524,40.02732024298445,215.6924346188645,166.7198710947428,92.40403074936063,122.53913866924901,108.38946488837058,149.0144343153948,88.92998163481865
2022-03-23,145.43440548487146,304.5058247307704,39.10895041041523,210.68024973349776,165.41592185042083,91.45186357813785,122.56009286557332,106.78923688719456,154.3393702566016,88.2976534126891
2022-03-24,146.613256649302,304.72813733204794,40.18054660136343,212.42637186331777,165.38209304724217,90.77404814237984,121.52724755186921,109.71572583293198,152.74821570126528,91.23570262461428
2022-03-25,147.72763913671227,308.26993358545036,38.92843948317496,219.03518234967592,170.82697557270117,90.0721963799476,117.28294377394118,110.71495907309266,152.37016100313062,89.94097814696649
2022-03-26,151.96702731244946,310.1628846436648,38.3606790539982,229.7766898859353,167.25018293985758,88.28230898729778,117.18187266656454,112.48718834231403,156.7234900744111,88.036674927332
2022-03-27,153.01268179835023,318.9705381867933,38.499278429581295,229.15998342034857,169.24320130672135,84.69505081014191,117.01035727923055,115.85495703568118,155.59808289496107,84.79547632794618
2022-03-28,152.24797168279605,320.8346583250811,39.920078977834805,231.4653775904649,171.1266895557152,83.26148077318474,115.88253672240852,116.31046275913398,155.0490095703705,83.76965863196826
2022-03-29,154.29764668528065,318.42721349139526,40.393230294474236,234.45156489211436,168.3807189253745,83.4842021974589,116.40080079812347,117.15164434566312,157.53554396101373,82.8662697159626
2022-03-30,153.79057376807268,319.12634614965793,40.84932397141455,235.78788191005975,173.13458210481483,81.29724631698488,119.5726193085297,119.19286714571624,163.2603613694385,83.68998740245625
2022-03-31,152.6855658208869,322.82359038631307,40.45069420732163,235.57403920833303,175.5773191220034,81.15042676428932,123.0302679326034,117.73217702086161,161.8274165750143,84.22324756362761
2022-04-01,156.54181654350276,323.67447372096075,40.891353977577744,237.72455102176326,174.12989887021283,84.26049840941259,123.80129436784962,117.77403654877884,166.27187704670598,82.30950315769239
2022-04-02,156.10139590294298,324.18439344889657,41.04247048969552,226.02088636734933,167.59782592733703,86.34962020689106,123.7310356334616,118.1328382848132,165.87545924672165,81.51712990150227
2022-04-03,147.84599469858537,319.8460629612792,39.77426904170777,228.10438888813837,167.82101130444363,89.44527058564427,124.17621407698086,115.96905598192606,162.97977309088728,80.87380358246628
2022-04-04,148.15970503509496,315.33743365265894,40.30202282416151,229.00434661811238,167.77708508308112,90.51034700026948,125.05040642218944,121.19010858528874,163.59020236583854,77.97780677192817
2022-04-05,147.09323047054085,306.20471597740607,41.15782580664646,228.19024526412755,164.3979819299256,92.77681244723017,124.5299503638895,118.38531374010259,159.9459331700554,76.20772473524084
2022-04-06,146.2102958075087,316.185569492964,41.92709746796475,237.56469939042043,160.71771420687926,91.71218004353751,124.97510311734558,115.0969895043571,161.17952366673842,74.8979993883012
2022-04-07,147.52011656085952,309.50844847338016,42.05437287493942,235.4526291031978,163.22998347319876,90.47091756851198,121.14897471322124,117.86010982206379,171.53759921373626,76.95423969775821
2022-04-08,147.2360856025278,304.7203909043804,41.28393785468779,233.46292009922135,157.18219151338505,85.4374561888395,121.03575677633268,119.88329807324584,176.51878311808437,77.49864491070757
2022-04-09,147.91429027573648,300.0230855531511,39.322303803400295,242.68143906578203,157.66640397489758,87.03165810325646,122.2391933279435,117.68911063457524,176.74929035172883,78.61856351124335
2022-04-10,142.07379472435724,305.0805669776262,39.2786365778963,239.72251523723,157.2027573112198,89.91870779026537,121.22429545789835,118.96197848207822,180.5802646308437,76.41507162647628
2022-04-11,138.90417046894083,303.9477124853075,40.143858202116846,236.91259143099614,158.7982125637752,89.26712949031405,120.95278836258244,122.64249078871873,177.69766687822914,78.06422554412721
2022-04-12,142.56404594573456,311.571788529957,41.051648471299444,236.05670553601047,158.10407423709637,88.79368658132904,118.29738135539309,123.00901950460131,174.78879339776583,80.30312267269139
2022-04-13,142.9580650761697,308.31229232178356,41.83502885737199,240.05867474384664,159.04137520069673,87.4522263069856,115.13864259198976,129.50085956261057,174.32031145216374,77.36411832649115
